student_id,age,gender,country,major,university_year,GPA,study_hours_per_day,class_attendance_percent,sleep_hours,screen_time_hours,social_media_hours,gaming_hours,exercise_hours_per_week,part_time_job,relationship_status,family_income_level,internet_quality,mental_stress_level,AI_tool_usage_hours,favorite_AI_tool,note_taking_method,exam_preparation_days,coffee_consumption_per_day,extracurricular_hours_per_week,final_exam_score,assignment_score
S01818,18,Male,USA,Medicine,3,3.51,2.4,87,7.5,5.5,3.4,3.6,6.2,No,In a Relationship,Middle,Poor,4.6,1.1,ChatGPT,Digital,7,0,6.4,100,95
S01819,26,Male,Australia,Computer Science,3,3.78,3.2,100,7.1,5.6,2.6,0.9,4.0,No,In a Relationship,Middle,Good,4.1,2.1,ChatGPT,Mixed,16,1,4.5,100,100
S01820,22,Male,UK,Physics,4,2.94,2.0,80,7.8,8.5,5.5,2.0,1.4,Yes,In a Relationship,High,Good,5.8,1.2,Copilot,Digital,20,3,3.3,87,84
S01821,28,Male,Netherlands,Computer Science,1,3.73,3.3,96,6.3,5.4,3.7,2.2,3.3,Yes,In a Relationship,Middle,Good,4.1,0.0,None,Mixed,15,2,3.0,95,100
S01822,22,Male,Netherlands,Engineering,1,3.61,3.6,95,5.3,5.7,1.4,1.5,3.1,No,In a Relationship,Middle,Average,5.2,1.9,Gemini,Mixed,6,2,5.6,100,100
S01823,21,Female,Italy,Engineering,4,3.71,3.2,94,7.9,6.0,2.1,3.6,2.3,No,Single,Middle,Good,3.9,2.2,Gemini,Digital,16,3,4.6,100,100
S01824,22,Male,Netherlands,Mathematics,3,3.58,2.5,95,8.5,4.9,2.9,2.4,3.5,Yes,In a Relationship,High,Average,3.2,0.9,Gemini,Handwritten,10,4,8.8,96,81
S01825,21,Female,Brazil,Mathematics,4,3.35,3.8,87,5.7,7.4,4.7,2.4,1.1,No,In a Relationship,Middle,Poor,6.0,0.0,None,Digital,9,2,2.3,100,100
S01826,22,Male,Japan,Mathematics,3,4.0,4.2,100,8.0,10.3,4.9,1.0,4.7,No,Single,Low,Average,3.5,2.7,ChatGPT,Mixed,13,2,6.4,100,91
S01827,18,Female,UK,Mathematics,1,3.36,1.9,84,9.0,5.4,2.2,2.7,3.0,No,In a Relationship,Middle,Good,2.8,1.1,ChatGPT,Digital,11,2,4.1,85,98
S01828,19,Female,Canada,Medicine,2,4.0,5.6,100,7.0,4.9,1.4,1.1,0.0,Yes,Single,High,Good,4.1,0.9,ChatGPT,Mixed,10,3,1.0,100,94
S01829,28,Male,Brazil,Medicine,4,3.78,3.4,88,6.0,3.5,1.2,2.4,2.5,No,Single,Middle,Average,3.4,1.6,Gemini,Digital,15,2,4.5,100,98
S01830,24,Male,Australia,Physics,4,3.55,3.5,80,7.1,5.8,3.2,0.0,1.8,No,In a Relationship,Low,Poor,6.0,3.9,Gemini,Digital,13,1,2.9,93,86
S01831,22,Female,Brazil,Engineering,3,3.64,4.6,95,6.3,11.1,6.3,2.4,0.0,No,In a Relationship,Middle,Poor,5.9,1.7,Gemini,Digital,2,0,5.8,100,94
S01832,20,Female,India,Economics,4,3.65,3.8,78,6.3,6.7,3.6,2.4,2.7,No,In a Relationship,Middle,Poor,6.8,1.4,ChatGPT,Mixed,17,0,7.1,100,92
S01833,24,Male,Australia,Medicine,4,4.0,4.9,100,7.5,3.3,0.4,1.9,5.1,No,Single,Low,Good,2.6,1.3,Copilot,Digital,18,2,3.7,100,94
S01834,28,Male,Netherlands,Economics,4,3.89,3.9,91,5.1,4.7,1.7,0.0,2.8,Yes,Single,Low,Average,4.1,2.9,Gemini,Digital,15,5,6.2,100,97
S01835,22,Male,Brazil,Medicine,3,3.77,2.6,84,5.3,8.0,1.9,2.7,4.4,Yes,In a Relationship,High,Good,3.5,1.7,Claude,Mixed,15,5,4.7,100,92
S01836,19,Male,Australia,Biology,1,4.0,4.0,96,7.0,4.6,1.6,3.0,3.0,No,In a Relationship,Low,Average,4.0,2.1,Copilot,Handwritten,11,1,6.5,95,100
S01837,19,Male,Brazil,Law,1,3.27,1.8,83,7.0,4.2,2.2,0.0,2.1,No,Single,Middle,Good,4.9,1.5,Copilot,Handwritten,6,2,0.2,100,75
S01838,24,Male,South Korea,Psychology,4,3.61,3.7,97,7.4,5.6,3.4,2.7,1.5,No,In a Relationship,Middle,Average,1.9,1.7,Claude,Mixed,13,1,5.8,100,95
S01839,18,Male,USA,Law,3,4.0,3.5,89,9.3,7.7,3.8,0.1,0.4,Yes,Single,High,Average,4.2,0.9,ChatGPT,Digital,20,2,8.3,98,94
S01840,21,Female,Bangladesh,Physics,3,3.24,3.2,67,7.1,5.7,4.4,0.7,4.9,No,In a Relationship,Low,Average,2.3,1.4,Gemini,Digital,13,3,8.3,92,80
S01841,20,Female,UK,Business,4,3.66,3.3,82,7.7,7.1,3.6,1.2,4.5,No,Single,Low,Average,4.8,0.5,ChatGPT,Handwritten,20,3,5.6,100,96
S01842,22,Male,Germany,Medicine,3,3.23,0.7,73,5.8,2.1,0.0,2.8,2.4,Yes,Single,Middle,Good,4.5,0.7,Claude,Digital,21,6,4.4,84,84
S01843,18,Female,Japan,Law,3,4.0,2.7,95,7.9,2.0,1.2,2.3,0.0,No,Single,Middle,Good,3.8,1.7,Gemini,Mixed,12,1,7.2,100,92
S01844,19,Male,Bangladesh,Engineering,4,3.13,3.6,94,6.4,4.4,2.6,1.4,3.9,Yes,In a Relationship,Low,Good,4.2,0.5,Gemini,Handwritten,10,3,4.7,84,100
S01845,20,Male,Netherlands,Mathematics,1,3.86,3.7,100,7.1,6.0,3.0,1.2,1.2,No,In a Relationship,Middle,Good,3.0,1.3,Gemini,Handwritten,10,0,2.8,100,100
S01846,23,Female,Germany,Physics,3,3.39,2.0,66,6.9,8.8,4.1,2.1,3.3,Yes,In a Relationship,Middle,Average,4.0,0.8,Gemini,Handwritten,11,0,3.3,88,87
S01847,20,Male,Netherlands,Biology,4,4.0,5.4,100,8.2,7.0,2.9,1.7,0.0,Yes,In a Relationship,Low,Poor,3.7,0.1,None,Mixed,7,3,5.8,100,100
S01848,21,Male,India,Psychology,4,3.04,2.2,77,5.4,5.5,2.9,2.8,3.2,No,In a Relationship,High,Average,4.2,1.4,Gemini,Mixed,15,1,6.4,86,81
S01849,22,Female,UK,Engineering,1,3.69,5.0,100,4.3,7.4,3.2,0.4,2.7,No,Single,Middle,Poor,6.1,2.0,Gemini,Mixed,17,4,3.6,100,99
S01850,19,Female,Germany,Psychology,2,3.71,4.1,100,6.7,5.0,2.4,4.0,0.0,Yes,Single,Low,Poor,5.9,0.0,None,Handwritten,3,0,4.7,100,100
S01851,23,Male,France,Business,2,3.78,2.5,76,7.6,4.1,2.9,2.7,6.2,No,Single,Low,Good,3.9,1.8,ChatGPT,Digital,21,3,3.1,100,94
S01852,20,Female,Japan,Medicine,3,3.78,6.2,100,7.2,7.5,4.5,0.0,2.3,No,Single,Low,Average,4.5,0.1,None,Digital,9,1,7.3,100,100
S01853,22,Female,Italy,Physics,1,3.38,1.7,84,8.5,3.9,2.7,1.7,2.5,No,Single,Low,Average,2.9,2.6,Copilot,Mixed,11,3,0.0,87,93
S01854,23,Female,South Korea,Medicine,4,4.0,4.9,100,7.5,6.7,2.8,0.0,4.1,Yes,In a Relationship,Middle,Average,3.8,1.8,Copilot,Handwritten,14,3,4.3,100,100
S01855,28,Female,South Korea,Physics,2,3.82,5.0,92,6.3,6.7,2.7,1.4,2.9,No,Single,Middle,Good,4.6,0.0,None,Handwritten,8,1,2.0,100,100
S01856,25,Female,Italy,Business,3,3.42,2.5,87,4.2,6.6,4.7,0.0,3.7,No,Single,Low,Poor,5.4,2.1,Copilot,Handwritten,9,3,6.9,100,95
S01857,25,Female,Netherlands,Law,3,4.0,5.6,93,6.7,4.3,1.1,0.0,0.7,No,In a Relationship,Middle,Average,3.3,0.6,Claude,Mixed,8,3,3.1,100,100
S01858,23,Male,USA,Mathematics,2,3.43,3.1,77,8.2,8.7,5.5,1.4,2.7,No,Single,Middle,Poor,5.4,0.2,None,Mixed,12,4,1.5,97,90
S01859,27,Male,Australia,Physics,1,3.84,3.9,96,6.5,5.0,1.0,0.8,0.0,No,Single,Low,Average,4.8,1.9,Gemini,Handwritten,9,4,4.4,96,96
S01860,24,Female,Brazil,Medicine,3,3.8,3.9,93,7.0,3.3,1.8,2.8,2.5,No,In a Relationship,Middle,Average,2.5,2.4,Claude,Mixed,14,2,7.5,100,84
S01861,25,Male,South Korea,Biology,1,3.55,3.3,91,7.5,7.6,3.9,1.0,5.9,No,Single,Middle,Average,3.4,1.7,ChatGPT,Handwritten,5,2,0.0,100,98
S01862,26,Female,USA,Law,4,3.8,4.7,90,5.8,5.7,4.3,2.1,0.0,Yes,In a Relationship,Middle,Good,6.5,0.8,ChatGPT,Mixed,14,1,2.6,97,96
S01863,21,Male,Canada,Business,3,4.0,4.7,100,7.7,4.6,0.7,3.1,2.3,Yes,In a Relationship,Middle,Average,4.1,1.4,Gemini,Handwritten,6,0,5.5,100,92
S01864,22,Female,South Korea,Biology,1,3.05,0.9,80,9.0,5.5,1.2,0.0,0.0,Yes,Single,Low,Poor,3.4,0.6,Copilot,Digital,17,0,7.0,90,82
S01865,22,Female,France,Law,3,4.0,5.5,100,6.8,5.4,3.2,0.1,3.0,Yes,Single,Middle,Good,4.7,1.0,Copilot,Mixed,16,2,3.6,100,94
S01866,20,Male,UK,Business,2,2.58,1.0,67,5.6,10.8,6.3,0.6,3.9,No,Single,Low,Good,6.0,1.6,Claude,Digital,1,0,4.6,81,88
S01867,24,Female,Canada,Economics,2,3.55,5.0,100,6.9,5.8,4.7,1.4,3.8,No,Single,Low,Average,5.7,0.0,None,Mixed,16,1,6.3,100,100
S01868,28,Male,France,Physics,1,3.63,5.2,94,4.3,6.7,2.4,2.4,1.8,No,In a Relationship,Middle,Average,4.0,1.6,ChatGPT,Handwritten,1,0,1.1,100,100
S01869,24,Female,Germany,Physics,1,3.46,1.9,99,7.4,4.7,0.0,0.0,0.0,No,Single,High,Good,3.7,0.0,None,Handwritten,6,1,4.2,100,96
S01870,25,Female,UK,Law,3,4.0,2.9,90,7.5,6.3,2.9,0.0,0.5,No,Single,Middle,Poor,3.5,0.0,None,Mixed,17,2,4.5,100,100
S01871,19,Male,Germany,Physics,2,3.42,1.8,94,9.0,6.1,3.3,1.6,5.5,No,Single,Low,Poor,4.2,1.9,ChatGPT,Handwritten,9,1,1.3,92,97
S01872,27,Female,Brazil,Mathematics,2,3.67,3.2,89,6.8,5.6,2.2,0.0,4.8,Yes,Single,Middle,Good,2.5,0.4,Claude,Handwritten,20,3,5.6,97,86
S01873,20,Female,UK,Business,1,3.57,3.0,86,7.5,3.8,1.5,0.6,2.8,No,In a Relationship,High,Good,3.8,0.2,None,Mixed,16,1,5.8,100,91
S01874,26,Female,Bangladesh,Psychology,3,3.65,4.7,100,6.0,9.1,3.0,0.5,3.3,No,Single,High,Good,3.6,0.9,ChatGPT,Mixed,10,2,6.4,100,97
S01875,28,Male,USA,Mathematics,2,3.87,5.5,100,6.6,3.7,1.4,1.0,0.9,No,Single,Middle,Good,4.8,0.6,ChatGPT,Mixed,9,0,7.0,100,100
S01876,23,Male,Bangladesh,Biology,4,3.46,5.6,87,5.2,10.2,5.6,3.5,5.6,No,In a Relationship,Middle,Average,5.7,1.4,ChatGPT,Handwritten,20,2,1.5,100,87
S01877,21,Female,Japan,Medicine,3,3.29,2.7,88,6.8,7.2,5.1,0.6,1.6,No,In a Relationship,Middle,Average,5.6,1.4,Gemini,Mixed,10,1,8.9,100,85
S01878,18,Female,India,Medicine,4,3.27,3.2,89,6.6,8.7,3.8,0.2,3.9,Yes,In a Relationship,Low,Average,6.4,0.2,None,Handwritten,3,1,0.7,98,87
S01879,20,Male,South Korea,Medicine,4,2.96,1.0,79,7.4,8.3,2.9,0.7,0.3,No,Single,Middle,Average,3.8,0.0,None,Digital,7,0,5.9,74,93
S01880,24,Female,Bangladesh,Psychology,2,3.39,2.3,75,6.3,5.3,1.8,0.6,2.6,Yes,Single,Low,Good,4.9,1.0,Gemini,Mixed,13,0,3.4,90,89
S01881,21,Female,Italy,Economics,1,4.0,4.9,100,7.1,6.1,2.8,2.3,5.5,No,In a Relationship,Low,Average,4.7,2.3,Copilot,Handwritten,8,3,5.9,100,100
S01882,20,Male,India,Medicine,3,3.72,5.9,100,6.6,7.2,5.3,2.1,1.1,Yes,Single,Middle,Good,6.5,1.1,Claude,Digital,24,3,3.5,100,100
S01883,28,Female,Netherlands,Physics,3,2.63,1.6,64,6.6,5.8,4.1,0.6,4.5,Yes,In a Relationship,High,Average,3.8,0.9,Copilot,Mixed,9,2,2.6,63,79
S01884,26,Female,Netherlands,Psychology,4,3.19,2.6,87,7.1,6.5,3.1,1.3,0.8,Yes,In a Relationship,Middle,Average,4.4,2.9,Copilot,Digital,9,5,3.8,91,89
S01885,24,Male,USA,Engineering,4,3.21,3.5,88,7.0,8.9,4.2,0.6,1.2,No,Single,Middle,Average,4.4,2.0,Copilot,Digital,7,2,3.6,100,89
S01886,19,Male,Japan,Law,1,3.94,3.9,93,7.9,5.9,3.6,1.7,3.0,No,In a Relationship,Middle,Average,3.8,0.0,None,Mixed,16,2,3.6,100,95
S01887,19,Male,India,Mathematics,1,3.2,2.3,83,6.9,9.0,3.4,2.9,4.9,Yes,Single,Low,Good,3.1,0.9,ChatGPT,Digital,11,0,6.7,88,92
S01888,22,Female,Bangladesh,Physics,1,3.49,4.1,100,6.6,6.6,4.3,2.9,2.4,No,In a Relationship,High,Average,4.6,1.4,Claude,Handwritten,16,1,0.9,100,95
S01889,24,Female,USA,Mathematics,2,3.25,2.8,90,6.8,6.9,3.6,2.1,4.2,Yes,Single,Low,Good,5.7,0.1,None,Handwritten,18,3,1.3,86,95
S01890,21,Female,India,Computer Science,2,3.34,3.5,80,6.1,7.4,4.1,0.7,5.3,No,In a Relationship,High,Poor,4.1,0.9,Claude,Digital,14,5,4.1,92,92
S01891,22,Female,Australia,Physics,4,4.0,4.3,100,6.6,5.9,3.0,0.6,1.5,Yes,Single,Low,Good,4.7,1.2,ChatGPT,Digital,14,0,1.5,99,99
S01892,23,Male,UK,Physics,3,4.0,3.5,98,9.4,2.9,2.4,0.0,0.0,No,Single,Low,Average,2.9,1.0,ChatGPT,Handwritten,6,2,2.3,95,93
S01893,26,Female,Bangladesh,Economics,1,3.12,2.8,82,5.9,4.3,2.0,1.4,2.3,No,In a Relationship,Middle,Good,4.3,0.0,None,Mixed,4,1,6.3,100,83
S01894,28,Male,Australia,Business,4,3.66,3.3,83,6.7,5.0,1.8,0.6,5.5,No,Single,High,Good,4.1,2.7,Copilot,Handwritten,5,3,2.2,100,94
S01895,26,Male,Italy,Computer Science,4,3.7,3.4,100,6.5,3.3,0.4,2.8,1.4,No,Single,Middle,Good,4.1,1.5,Copilot,Handwritten,12,2,5.6,100,95
S01896,27,Male,Australia,Law,4,3.39,2.9,86,6.7,5.2,1.4,0.0,5.0,Yes,In a Relationship,Middle,Good,4.6,0.3,Claude,Digital,24,1,4.2,100,86
S01897,22,Male,Australia,Law,1,3.32,3.1,99,6.6,5.3,1.4,2.5,2.5,No,In a Relationship,Low,Average,2.5,2.1,ChatGPT,Mixed,9,0,4.2,85,94
S01898,21,Male,Bangladesh,Economics,3,4.0,5.9,100,7.3,4.7,2.0,0.0,6.5,Yes,Single,High,Good,2.2,1.1,Claude,Digital,17,0,5.0,100,100
S01899,19,Male,South Korea,Physics,4,3.32,4.3,100,4.9,6.9,5.1,0.2,7.5,Yes,In a Relationship,Low,Good,4.4,2.2,Copilot,Mixed,15,1,5.9,91,100
S01900,22,Male,Australia,Medicine,1,3.69,3.1,100,8.2,7.5,2.6,0.5,5.1,Yes,In a Relationship,Low,Poor,4.7,1.1,Claude,Digital,12,1,5.1,89,94
S01901,25,Male,Australia,Psychology,2,3.89,4.5,100,7.8,4.6,3.2,0.4,0.0,Yes,Single,Middle,Poor,4.8,0.0,None,Mixed,11,0,1.1,93,99
S01902,22,Male,Japan,Law,2,3.56,3.0,96,5.5,5.5,3.2,2.9,0.0,No,In a Relationship,Middle,Good,3.9,0.1,None,Handwritten,10,0,4.4,92,89
S01903,19,Female,Italy,Biology,3,3.72,5.3,92,4.3,7.2,5.2,1.4,3.1,No,In a Relationship,Middle,Good,7.0,2.3,ChatGPT,Handwritten,10,2,4.5,100,100
S01904,27,Male,Italy,Engineering,2,3.9,4.1,92,5.8,5.8,1.9,3.0,4.8,No,In a Relationship,Low,Average,3.9,2.2,Claude,Handwritten,15,0,1.4,100,100
S01905,20,Male,Italy,Biology,2,4.0,3.3,100,6.7,7.1,2.5,1.6,4.0,Yes,Single,Low,Poor,4.7,0.0,None,Mixed,16,1,5.6,100,100
S01906,22,Male,Canada,Biology,3,3.93,4.2,100,10.0,5.4,2.6,0.5,1.6,Yes,Single,Middle,Poor,4.8,2.6,Claude,Mixed,10,0,8.4,100,98
S01907,23,Male,Bangladesh,Biology,1,2.71,1.1,63,7.7,7.8,4.5,0.0,0.0,Yes,Single,Middle,Average,4.1,2.2,Copilot,Handwritten,10,4,1.7,84,76
S01908,22,Male,Bangladesh,Engineering,2,3.02,1.8,73,4.8,8.3,4.8,1.0,4.9,No,In a Relationship,Low,Poor,6.8,0.6,ChatGPT,Handwritten,9,3,4.7,68,79
S01909,23,Female,Japan,Physics,1,2.89,1.7,68,6.2,8.7,3.5,0.7,6.7,No,Single,Middle,Average,3.8,1.1,Claude,Handwritten,17,2,7.7,77,82
S01910,24,Female,South Korea,Engineering,3,3.54,3.7,89,6.9,5.5,4.6,2.1,1.7,No,Single,High,Good,4.7,0.0,None,Digital,16,1,2.2,100,88
S01911,18,Male,USA,Law,1,4.0,6.1,100,7.3,7.0,3.1,2.8,4.7,No,In a Relationship,Middle,Good,3.9,0.5,Claude,Digital,19,4,2.9,100,83
S01912,19,Male,India,Psychology,4,4.0,6.8,100,5.4,6.0,2.5,3.3,8.2,No,In a Relationship,Low,Good,2.3,1.0,Copilot,Mixed,8,3,5.6,100,94
S01913,25,Male,India,Psychology,4,3.64,4.5,98,6.8,7.2,4.6,2.1,2.6,No,In a Relationship,Low,Average,4.9,1.5,Claude,Handwritten,9,1,5.2,99,100
S01914,27,Male,France,Engineering,4,3.62,4.3,100,6.1,6.9,3.5,0.3,2.7,No,Single,Low,Good,4.5,1.1,Claude,Mixed,20,3,5.2,100,100
S01915,25,Female,Bangladesh,Law,4,3.27,0.8,70,5.7,5.6,1.7,2.4,4.1,No,In a Relationship,High,Good,2.9,1.3,Gemini,Mixed,19,4,4.8,90,97
S01916,20,Female,Germany,Mathematics,4,3.19,2.7,99,7.3,8.0,4.3,2.4,2.4,Yes,In a Relationship,High,Good,4.0,0.2,None,Handwritten,7,2,2.1,95,99
S01917,25,Male,Netherlands,Computer Science,4,3.17,2.3,81,7.9,8.1,2.5,0.4,5.7,No,In a Relationship,Low,Good,4.2,1.5,Copilot,Digital,8,1,7.3,100,76
S01918,22,Male,South Korea,Mathematics,1,3.64,2.6,83,8.0,5.5,2.3,1.8,2.2,Yes,In a Relationship,High,Good,3.5,2.9,Gemini,Digital,13,2,4.0,98,97
S01919,19,Male,Germany,Computer Science,1,3.32,3.2,86,7.7,7.1,4.1,0.8,2.9,No,Single,Middle,Average,3.4,1.6,ChatGPT,Digital,18,2,3.5,100,90
S01920,21,Female,India,Economics,3,3.32,2.8,81,6.4,5.5,2.7,0.4,0.1,Yes,Single,Middle,Average,5.3,1.2,Gemini,Handwritten,7,0,2.7,100,96
S01921,22,Male,India,Law,1,3.11,0.5,77,7.9,7.1,3.4,2.7,2.5,Yes,Single,Middle,Poor,4.9,0.5,Claude,Mixed,12,2,6.1,86,80
S01922,24,Female,Japan,Psychology,2,3.93,4.6,100,7.4,6.8,3.8,1.7,1.0,No,In a Relationship,Middle,Average,4.7,0.8,ChatGPT,Mixed,17,2,3.6,100,99
S01923,20,Male,Italy,Biology,2,3.45,1.9,85,7.2,4.6,1.6,2.8,3.7,Yes,Single,Middle,Average,2.1,0.0,None,Digital,11,3,2.7,94,98
S01924,23,Female,Australia,Law,3,3.79,3.9,96,6.3,6.4,3.4,1.3,0.0,No,Single,Low,Good,2.6,0.0,None,Mixed,12,3,4.6,100,100
S01925,18,Male,Italy,Psychology,1,4.0,6.6,98,6.4,7.6,4.8,0.7,5.0,No,In a Relationship,Middle,Average,3.8,1.1,Gemini,Mixed,19,1,7.3,100,98
S01926,27,Male,Netherlands,Law,2,3.32,2.1,87,7.1,3.7,1.4,0.0,1.3,No,Single,High,Average,4.9,1.8,Claude,Mixed,10,1,3.0,90,85
S01927,20,Male,Bangladesh,Law,3,3.16,0.5,90,9.9,7.0,3.5,3.7,6.6,No,In a Relationship,Low,Good,3.6,0.3,ChatGPT,Digital,18,0,5.1,97,96
S01928,22,Female,Bangladesh,Medicine,3,4.0,3.1,100,7.4,4.3,1.6,2.9,5.7,Yes,Single,High,Good,2.1,2.4,ChatGPT,Mixed,11,4,7.0,100,100
S01929,26,Female,Italy,Mathematics,3,3.39,5.2,92,6.3,8.0,4.3,0.4,4.1,No,In a Relationship,Low,Good,4.5,0.6,Claude,Handwritten,7,3,3.8,100,100
S01930,26,Male,Brazil,Biology,1,4.0,6.4,100,6.0,7.4,4.3,0.0,0.0,Yes,Single,Low,Average,6.3,1.1,Copilot,Digital,15,3,5.6,100,100
S01931,18,Female,Germany,Biology,1,3.62,1.7,100,6.4,4.8,2.3,2.9,1.7,No,In a Relationship,Middle,Average,4.2,2.1,ChatGPT,Mixed,9,0,11.4,100,95
S01932,24,Male,Australia,Economics,2,3.96,4.2,100,9.6,11.0,6.1,1.9,1.2,No,Single,Middle,Good,5.8,0.9,ChatGPT,Digital,6,2,8.3,100,89
S01933,22,Male,India,Medicine,4,3.39,2.8,96,6.5,7.4,4.5,2.6,1.5,Yes,Single,Low,Average,5.1,1.8,Gemini,Digital,22,2,4.2,98,90
S01934,24,Female,France,Business,1,3.41,3.3,100,8.1,7.6,3.9,0.0,6.2,No,In a Relationship,Middle,Good,4.0,1.8,Claude,Handwritten,14,3,7.1,86,87
S01935,23,Male,UK,Business,2,4.0,7.5,100,6.5,6.0,3.8,0.0,2.7,No,In a Relationship,Low,Good,4.4,0.5,Copilot,Digital,10,0,6.6,100,86
S01936,23,Female,Japan,Psychology,3,3.11,1.2,80,7.3,4.9,4.3,1.6,1.7,Yes,In a Relationship,Middle,Poor,4.0,0.6,Claude,Mixed,10,1,1.0,77,78
S01937,18,Female,India,Medicine,1,3.73,3.9,100,8.0,3.6,1.3,0.6,1.5,Yes,In a Relationship,High,Average,4.6,2.4,ChatGPT,Handwritten,20,1,4.4,100,84
S01938,20,Female,Germany,Physics,2,4.0,4.2,100,6.3,3.5,3.1,0.8,1.9,No,Single,Middle,Good,3.2,2.5,Claude,Digital,20,2,7.9,100,100
S01939,21,Male,Bangladesh,Mathematics,2,3.64,5.1,100,6.2,6.1,3.4,0.0,4.1,No,In a Relationship,Low,Average,3.8,1.8,Gemini,Digital,9,3,5.8,100,100
S01940,25,Female,Australia,Biology,2,4.0,3.6,92,9.0,7.0,2.2,0.9,0.0,No,In a Relationship,Low,Average,3.6,0.3,Gemini,Handwritten,13,1,2.0,100,100
S01941,26,Female,Germany,Medicine,3,3.97,4.0,100,8.2,5.4,3.5,1.8,3.2,Yes,In a Relationship,High,Good,4.7,2.1,Copilot,Handwritten,10,5,4.1,100,100
S01942,21,Male,India,Medicine,3,3.5,2.9,88,7.9,5.1,4.6,2.4,3.8,Yes,In a Relationship,Middle,Average,3.4,0.9,ChatGPT,Mixed,16,0,2.9,100,95
S01943,21,Male,Bangladesh,Computer Science,4,4.0,3.9,100,7.9,7.0,2.2,2.0,0.0,Yes,Single,Middle,Average,4.2,0.0,None,Mixed,10,0,5.8,100,100
S01944,26,Male,South Korea,Medicine,3,3.16,3.0,70,7.6,5.1,2.7,0.9,0.2,Yes,Single,Middle,Good,3.0,0.6,Copilot,Handwritten,2,2,2.0,88,83
S01945,22,Male,Germany,Computer Science,4,4.0,4.4,100,9.4,4.6,1.6,2.5,2.9,No,Single,Low,Good,3.2,1.0,ChatGPT,Handwritten,7,4,2.1,100,96
S01946,18,Female,Bangladesh,Psychology,1,3.82,2.9,77,7.1,4.0,0.1,1.0,5.9,No,In a Relationship,High,Good,4.2,2.3,Gemini,Mixed,17,2,2.9,86,99
S01947,18,Male,India,Mathematics,1,4.0,4.1,95,7.7,7.6,4.0,4.0,5.4,No,In a Relationship,High,Good,1.9,0.4,Gemini,Mixed,8,3,3.6,100,98
S01948,26,Male,Japan,Economics,4,3.46,3.5,85,5.3,6.7,2.8,2.0,1.8,No,Single,Middle,Average,4.2,0.2,None,Handwritten,16,1,2.3,100,84
S01949,21,Female,Netherlands,Engineering,3,3.63,5.2,100,6.0,7.0,2.9,1.4,5.8,No,Single,Middle,Good,4.7,0.7,Claude,Mixed,14,0,5.0,100,91
S01950,25,Male,Australia,Computer Science,2,3.19,3.4,94,5.6,2.2,1.3,1.5,2.4,Yes,In a Relationship,Middle,Good,7.0,1.1,ChatGPT,Handwritten,8,3,6.0,100,100
S01951,18,Male,Brazil,Computer Science,1,3.43,0.8,82,8.5,3.8,2.5,0.4,2.3,No,Single,Low,Good,4.2,1.9,Gemini,Handwritten,11,1,5.0,99,100
S01952,19,Male,USA,Physics,3,3.8,5.4,100,3.9,8.8,4.4,2.5,3.2,Yes,In a Relationship,Low,Good,5.0,1.8,Claude,Mixed,9,0,4.8,100,100
S01953,21,Female,Italy,Medicine,3,3.36,2.1,74,6.5,4.9,2.8,0.5,4.7,No,In a Relationship,Middle,Good,3.8,0.0,None,Mixed,10,4,1.5,83,100
S01954,22,Male,India,Biology,1,3.4,2.5,77,3.5,5.0,2.8,2.9,1.8,No,Single,Middle,Good,4.3,0.8,Copilot,Digital,3,2,4.2,78,86
S01955,20,Female,Japan,Physics,3,3.45,2.6,77,6.0,4.6,3.1,1.8,2.2,No,In a Relationship,Low,Average,5.5,1.3,ChatGPT,Mixed,11,1,5.1,91,99
S01956,28,Female,Japan,Mathematics,4,4.0,5.6,100,6.4,3.4,0.9,0.4,0.5,No,Single,High,Good,5.1,0.3,Claude,Digital,9,2,5.2,100,98
S01957,27,Male,South Korea,Biology,1,2.89,0.5,89,8.7,6.3,3.7,2.0,3.7,No,Single,High,Good,5.1,0.4,ChatGPT,Handwritten,12,2,4.8,84,83
S01958,27,Female,Canada,Medicine,3,4.0,8.2,100,7.5,2.8,0.9,0.6,4.9,No,Single,Middle,Good,2.4,1.8,Gemini,Handwritten,15,1,2.3,100,100
S01959,23,Female,Netherlands,Medicine,2,3.98,5.1,98,6.0,3.1,1.4,0.5,5.0,No,In a Relationship,Low,Good,2.7,1.9,Gemini,Digital,15,1,3.2,100,99
S01960,22,Male,South Korea,Psychology,2,4.0,3.8,100,8.3,4.6,1.2,1.7,0.3,No,Single,High,Good,5.0,1.0,Claude,Digital,9,0,2.6,100,90
S01961,24,Female,Canada,Mathematics,1,3.74,3.4,92,7.0,4.5,2.5,1.9,2.2,No,Single,High,Good,5.5,1.6,Gemini,Digital,9,1,4.9,100,92
S01962,27,Female,UK,Law,3,4.0,3.9,96,7.0,4.6,2.3,0.9,5.5,Yes,Single,Middle,Good,2.4,1.7,Claude,Mixed,11,1,4.7,100,83
S01963,21,Male,Italy,Engineering,1,3.48,4.3,99,5.6,3.2,2.8,0.9,3.5,Yes,In a Relationship,Low,Good,4.1,0.1,None,Mixed,17,4,3.6,100,96
S01964,22,Male,USA,Psychology,3,4.0,4.5,91,5.8,6.7,1.4,1.0,3.1,No,Single,Middle,Poor,4.7,0.1,None,Digital,9,2,8.4,100,100
